Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Verification of real-time systems with preemption: negative and positive results,Innovations in Systems and Software Engineering,,,,10.1007/s11334-009-0093-4,Frédéric BoniolJérôme ErmontClaire Pagetti,2009,https://link.springer.com/article/10.1007/s11334-009-0093-4,Article
Design Methodology for Embedded Computer Vision Systems,Embedded Computer Vision,,,,10.1007/978-1-84800-304-0_2,Sankalita SahaShuvra S. Bhattacharyya,2009,https://link.springer.com/chapter/10.1007/978-1-84800-304-0_2,Chapter
A Formal Framework for Developing High Assurance Event Driven Service-Oriented Systems,High Assurance Services Computing,,,,10.1007/978-0-387-87658-0_8,Manuel PeraltaSupratik MukhpadhyayRamesh Bharadwaj,2009,https://link.springer.com/chapter/10.1007/978-0-387-87658-0_8,Chapter
A formal model of composing components: the TLA<sup>+</sup> approach,Innovations in Systems and Software Engineering,,,,10.1007/s11334-009-0089-0,Ondrej RysavyJaroslav Rab,2009,https://link.springer.com/article/10.1007/s11334-009-0089-0,Article
Synoptic: A Domain-Specific Modeling Language for Space On-board Application Software,Synthesis of Embedded Software,,,,10.1007/978-1-4419-6400-7_3,A. CortierL. BesnardJ. P. BodeveixJ. BuissonF. DagnatM. FilaliG. GarciaJ. OuyM. PantelA. RuginaM. StreckerJ. P. Talpin,2010,https://link.springer.com/chapter/10.1007/978-1-4419-6400-7_3,Chapter
"Array-OL with delays, a domain specific specification language for multidimensional intensive signal processing",Multidimensional Systems and Signal Processing,,,,10.1007/s11045-009-0085-4,Calin GlitiaPhilippe DumontPierre Boulet,2009,https://link.springer.com/article/10.1007/s11045-009-0085-4,Article
Concurrency and Communication: Lessons from the SHIM Project,Software Technologies for Embedded and Ubiquitous Systems,,,,10.1007/978-3-642-10265-3_25,Stephen A. Edwards,2009,https://link.springer.com/chapter/10.1007/978-3-642-10265-3_25,Conference paper
A formal framework for modeling and validating Simulink diagrams,Formal Aspects of Computing,,,,10.1007/s00165-009-0108-9,Chunqing ChenJin Song DongJun Sun,2009,https://link.springer.com/article/10.1007/s00165-009-0108-9,Article
Flush: an example of development by refinements in SCADE/Lustre,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-009-0113-6,Jan MikáčPaul Caspi,2009,https://link.springer.com/article/10.1007/s10009-009-0113-6,Article
Synchronous Modeling and Validation of Priority Inheritance Schedulers,Fundamental Approaches to Software Engineering,,,,10.1007/978-3-642-00593-0_10,Erwan JahierNicolas HalbwachsPascal Raymond,2009,https://link.springer.com/chapter/10.1007/978-3-642-00593-0_10,Conference paper
Towards Safe Design of Synchronous Bus Protocols in Event-B,Formal Methods: Foundations and Applications,,,,10.1007/978-3-642-10452-7_12,Ricardo Bedin FrançaLeandro Buss BeckerJean-Paul BodeveixJean-Marie FarinesMamoun Filali,2009,https://link.springer.com/chapter/10.1007/978-3-642-10452-7_12,Conference paper
Flexibility in modeling languages and tools: a call to arms,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-009-0107-4,Eric Van WykMats Per Erik Heimdahl,2009,https://link.springer.com/article/10.1007/s10009-009-0107-4,Article
Verifying Ptolemy II Discrete-Event Models Using Real-Time Maude,Formal Methods and Software Engineering,,,,10.1007/978-3-642-10373-5_37,Kyungmin BaePeter Csaba ÖlveczkyThomas Huining FengStavros Tripakis,2009,https://link.springer.com/chapter/10.1007/978-3-642-10373-5_37,Conference paper
System-on-chip design by proof-based refinement,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-009-0104-7,Dominique CansellDominique MéryCyril Proch,2009,https://link.springer.com/article/10.1007/s10009-009-0104-7,Article
MARTE vs. AADL for Discrete-Event and&#xa0;Discrete-Time Domains,Languages for Embedded Systems and their Applications,,,,10.1007/978-1-4020-9714-0_2,Frédéric MalletRobert de Simone,2009,https://link.springer.com/chapter/10.1007/978-1-4020-9714-0_2,Chapter
LETO - A Lustre-Based Test Oracle for Airbus Critical Systems,Formal Methods for Industrial Critical Systems,,,,10.1007/978-3-642-03240-0_5,Guy DurrieuHélène WaeselynckVirginie Wiels,2009,https://link.springer.com/chapter/10.1007/978-3-642-03240-0_5,Conference paper
Machine-Checked Sequencer for Critical Embedded Code Generator,Formal Methods and Software Engineering,,,,10.1007/978-3-642-10373-5_27,Nassima IzerroukenMarc PantelXavier Thirioux,2009,https://link.springer.com/chapter/10.1007/978-3-642-10373-5_27,Conference paper
Clock constraint specification language: specifying clock constraints with UML/MARTE,Innovations in Systems and Software Engineering,,,,10.1007/s11334-008-0055-2,Frédéric Mallet,2008,https://link.springer.com/article/10.1007/s11334-008-0055-2,Article
Model Transformations from a Data Parallel Formalism Towards Synchronous Languages,Embedded Systems Specification and Design Languages,,,,10.1007/978-1-4020-8297-9_13,Huafeng YuAbdoulaye GamatiéEric RuttenJean-Luc Dekeyser,2008,https://link.springer.com/chapter/10.1007/978-1-4020-8297-9_13,Chapter
"An automated testing experiment for layered embedded <Emphasis FontCategory=""SansSerif"">C</Emphasis> code",International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-009-0108-3,Boutheina ChetaliQuang-Huy Nguyen,2009,https://link.springer.com/article/10.1007/s10009-009-0108-3,Article
Bridging the Gap Between Model-Based Development and Model Checking,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/978-3-642-00768-2_36,Steven P. Miller,2009,https://link.springer.com/chapter/10.1007/978-3-642-00768-2_36,Conference paper
Modeling,Embedded System Design,,,,10.1007/978-1-4419-0504-8_3,Daniel D. GajskiSamar AbdiAndreas GerstlauerGunar Schirner,2009,https://link.springer.com/chapter/10.1007/978-1-4419-0504-8_3,Chapter
SML-Sys: a functional framework with multiple models of computation for modeling heterogeneous system,Design Automation for Embedded Systems,,,,10.1007/s10617-008-9012-4,Deepak A. MathaikuttyHiren D. PatelSandeep K. ShuklaAxel Jantsch,2008,https://link.springer.com/article/10.1007/s10617-008-9012-4,Article
Object-Level Fusion and Confidence Management in a Multi-Sensor Pedestrian Tracking System,Multisensor Fusion and Integration for Intelligent Systems,,,,10.1007/978-3-540-89859-7_2,Fadi FayadVéronique Cherfaoui,2009,https://link.springer.com/chapter/10.1007/978-3-540-89859-7_2,Chapter
Extending Structural Test Coverage Criteria for Lustre Programs with Multi-clock Operators,Formal Methods for Industrial Critical Systems,,,,10.1007/978-3-642-03240-0_6,Virginia PapailiopoulouLaya MadaniLydie du BousquetIoannis Parissis,2009,https://link.springer.com/chapter/10.1007/978-3-642-03240-0_6,Conference paper
A Simulation Approach for Performance Validation during Embedded Systems Design,"Leveraging Applications of Formal Methods, Verification and Validation",,,,10.1007/978-3-540-88479-8_27,Zhonglei WangWolfgang HaberlAndreas HerkersdorfMartin Wechs,2008,https://link.springer.com/chapter/10.1007/978-3-540-88479-8_27,Conference paper
Synchronous Paradigm in Embedded Systems,EURASIP Journal on Embedded Systems,,,,10.1155/2007/32903,Alain GiraultS RameshJean-Pierre Talpin,2007,https://link.springer.com/article/10.1155/2007/32903,Article
How Different Are Esterel and SystemC,Embedded Systems Specification and Design Languages,,,,10.1007/978-1-4020-8297-9_1,Jens BrandtKlaus Schneider,2008,https://link.springer.com/chapter/10.1007/978-1-4020-8297-9_1,Chapter
Modular Compilation of a Synchronous Language,"Software Engineering Research, Management and Applications",,,,10.1007/978-3-540-70561-1_12,Annie RessoucheDaniel GafféValérie Roy,2008,https://link.springer.com/chapter/10.1007/978-3-540-70561-1_12,Chapter
EventJava: An Extension of Java for Event Correlation,ECOOP 2009 – Object-Oriented Programming,,,,10.1007/978-3-642-03013-0_26,Patrick EugsterK. R. Jayaram,2009,https://link.springer.com/chapter/10.1007/978-3-642-03013-0_26,Conference paper
Formalizing the structural semantics of domain-specific modeling languages,Software & Systems Modeling,,,,10.1007/s10270-008-0105-0,Ethan JacksonJanos Sztipanovits,2008,https://link.springer.com/article/10.1007/s10270-008-0105-0,Article
Equation-Based Object-Oriented Languages and Tools Report on the Workshop EOOLT 2007 at ECOOP 2007,Object-Oriented Technology. ECOOP 2007 Workshop Reader,,,,10.1007/978-3-540-78195-0_4,Peter FritzsonDavid BromanFrançois CellierChristoph Nytsch-Geusen,2008,https://link.springer.com/chapter/10.1007/978-3-540-78195-0_4,Conference paper
Delay-Aware Mobile Transactions,Software Technologies for Embedded and Ubiquitous Systems,,,,10.1007/978-3-540-87785-1_25,Brahim AyariAbdelmajid KhelilNeeraj Suri,2008,https://link.springer.com/chapter/10.1007/978-3-540-87785-1_25,Conference paper
Stand der RFID-Anwendung in der Bau- und Immobilienwirtschaft,RFID in der Baulogistik,,,,10.1007/978-3-8348-9319-2_9,,2009,https://link.springer.com/chapter/10.1007/978-3-8348-9319-2_9,Chapter
High-Level Synthesis: A Retrospective,High-Level Synthesis,,,,10.1007/978-1-4020-8588-8_2,Rajesh GuptaForrest Brewer,2008,https://link.springer.com/chapter/10.1007/978-1-4020-8588-8_2,Chapter
Formal Reasoning About Causality Analysis,Theorem Proving in Higher Order Logics,,,,10.1007/978-3-540-71067-7_13,Jens BrandtKlaus Schneider,2008,https://link.springer.com/chapter/10.1007/978-3-540-71067-7_13,Conference paper
Generating Sound and Resource-Aware Code from Hybrid Systems Models,Model-Driven Development of Reliable Automotive Services,,,,10.1007/978-3-540-70930-5_4,Madhukar AnandSebastian FischmeisterJesung KimInsup Lee,2008,https://link.springer.com/chapter/10.1007/978-3-540-70930-5_4,Conference paper
Analysis of Periodic Clock Relations in Polychronous Systems,"Distributed Embedded Systems: Design, Middleware and Resources",,,,10.1007/978-0-387-09661-2_5,Hugo MetivierJean-Pierre TalpinThierry GautierPaul Le Guernic,2008,https://link.springer.com/chapter/10.1007/978-0-387-09661-2_5,Conference paper
Automatic Program Generation from Formal Specifications using APTS,Automatic Program Development,,,,10.1007/978-1-4020-6585-9_10,Elizabeth I. LeonardConstance L. Heitmeyer,2008,https://link.springer.com/chapter/10.1007/978-1-4020-6585-9_10,Chapter
Trends and Challenges in Algorithmic Software Verification,"Verified Software: Theories, Tools, Experiments",,,,10.1007/978-3-540-69149-5_26,Rajeev Alur,2008,https://link.springer.com/chapter/10.1007/978-3-540-69149-5_26,Chapter
Abstraction of Clocks in Synchronous Data-Flow Systems,Programming Languages and Systems,,,,10.1007/978-3-540-89330-1_17,Albert CohenLouis MandelFlorence PlateauMarc Pouzet,2008,https://link.springer.com/chapter/10.1007/978-3-540-89330-1_17,Conference paper
Optimizing Automatic Deployment Using Non-functional Requirement Annotations,"Leveraging Applications of Formal Methods, Verification and Validation",,,,10.1007/978-3-540-88479-8_28,Stefan KugeleWolfgang HaberlMichael TautschnigMartin Wechs,2008,https://link.springer.com/chapter/10.1007/978-3-540-88479-8_28,Conference paper
Modeling AADL Data Communications with UML MARTE,Embedded Systems Specification and Design Languages,,,,10.1007/978-1-4020-8297-9_11,Charles AndréFrédéric MalletRobert de Simone,2008,https://link.springer.com/chapter/10.1007/978-1-4020-8297-9_11,Chapter
Memory-efficient multithreaded code generation from&#xa0;Simulink for heterogeneous MPSoC,Design Automation for Embedded Systems,,,,10.1007/s10617-007-9009-4,Sang-Il HanSoo-Ik ChaeLisane BrisolaraLuigi CarroRicardo ReisXavier GuérinAhmed Amine Jerraya,2007,https://link.springer.com/article/10.1007/s10617-007-9009-4,Article
Model Transformations for the Compilation of Multi-processor Systems-on-Chip,Generative and Transformational Techniques in Software Engineering II,,,,10.1007/978-3-540-88643-3_13,Éric PielPhilippe MarquetJean-Luc Dekeyser,2008,https://link.springer.com/chapter/10.1007/978-3-540-88643-3_13,Chapter
A Perspective on Program Verification,"Verified Software: Theories, Tools, Experiments",,,,10.1007/978-3-540-69149-5_50,Willem-Paul de Roever,2008,https://link.springer.com/chapter/10.1007/978-3-540-69149-5_50,Chapter
The Reaction Algebra: A Formal Language for Event Correlation,Pillars of Computer Science,,,,10.1007/978-3-540-78127-1_33,César SánchezMatteo SlaninaHenny B. SipmaZohar Manna,2008,https://link.springer.com/chapter/10.1007/978-3-540-78127-1_33,Chapter
Model-Integrated Development of Cyber-Physical Systems,Software Technologies for Embedded and Ubiquitous Systems,,,,10.1007/978-3-540-87785-1_5,Gabor KarsaiJanos Sztipanovits,2008,https://link.springer.com/chapter/10.1007/978-3-540-87785-1_5,Conference paper
Modeling with the Timing Definition Language (TDL),Model-Driven Development of Reliable Automotive Services,,,,10.1007/978-3-540-70930-5_9,Wolfgang PreeJosef Templ,2008,https://link.springer.com/chapter/10.1007/978-3-540-70930-5_9,Conference paper
A Schedulerless Semantics of TLM Models Written in SystemC Via Translation into LOTOS,FM 2008: Formal Methods,,,,10.1007/978-3-540-68237-0_20,Olivier PonsiniWendelin Serwe,2008,https://link.springer.com/chapter/10.1007/978-3-540-68237-0_20,Conference paper
Automatic framework generation for hard real-time applications,Innovations in Systems and Software Engineering,,,,10.1007/s11334-008-0044-5,Irfan HamidBechir ZalilaElie NajmJérôme Hugues,2008,https://link.springer.com/article/10.1007/s11334-008-0044-5,Article
A Framework for Distributing Real-Time Functions,Formal Modeling and Analysis of Timed Systems,,,,10.1007/978-3-540-85778-5_12,Frédéric BoniolPierre-Emmanuel HladikClaire PagettiFrédéric AsproVictor Jégu,2008,https://link.springer.com/chapter/10.1007/978-3-540-85778-5_12,Conference paper
Multiple Viewpoint Contract-Based Specification and Design,Formal Methods for Components and Objects,,,,10.1007/978-3-540-92188-2_9,Albert BenvenisteBenoît CaillaudAlberto FerrariLeonardo MangerucaRoberto PasseroneChristos Sofronis,2008,https://link.springer.com/chapter/10.1007/978-3-540-92188-2_9,Conference paper
Note bibliografiche,Algoritmi,,,,10.1007/978-88-470-0580-8_18,David HarelYishai Feldman,2008,https://link.springer.com/chapter/10.1007/978-88-470-0580-8_18,Chapter
Model-Based Development of Embedded Systems: The SysWeaver Approach,Next Generation Design and Verification Methodologies for Distributed Embedded Control Systems,,,,10.1007/978-1-4020-6254-4_3,Raj Rajkumar,2007,https://link.springer.com/chapter/10.1007/978-1-4020-6254-4_3,Conference paper
Different Kinds of System Descriptions as Synchronous Programs,Advances in Design and Specification Languages for Embedded Systems,,,,10.1007/978-1-4020-6149-3_15,Jens BrandtKlaus Schneider,2007,https://link.springer.com/chapter/10.1007/978-1-4020-6149-3_15,Chapter
"
   Das AutoMoDe-Projekt
  ",Informatik - Forschung und Entwicklung,,,,10.1007/s00450-007-0028-y,Andreas BauerManfred BroyJan RombergBernhard SchätzPeter BraunUlrich FreundNuria MataRobert SandnerPierre MaiDirk Ziegenbein,2007,https://link.springer.com/article/10.1007/s00450-007-0028-y,Article
From Model-Based Design to Formal Verification of Adaptive Embedded Systems,Formal Methods and Software Engineering,,,,10.1007/978-3-540-76650-6_6,Rasmus AdlerIna SchaeferTobias SchueleEric Vecchié,2007,https://link.springer.com/chapter/10.1007/978-3-540-76650-6_6,Conference paper
A Concurrency Abstraction for Reliable Sensor Network Applications,Reliable Systems on Unreliable Networked Platforms,,,,10.1007/978-3-540-71156-8_8,János SallaiMiklós MarótiÁkos Lédeczi,2007,https://link.springer.com/chapter/10.1007/978-3-540-71156-8_8,Conference paper
Modeling software product lines using color-blind transition systems,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-007-0046-x,Kim G. LarsenUlrik NymanAndrzej Wasowski,2007,https://link.springer.com/article/10.1007/s10009-007-0046-x,Article
